t,y
3.0048,13.2959
3.0062,13.304
3.0076,13.312
3.009,13.3201
3.0104,13.3281
3.0118,13.3362
3.0132,13.3442
3.0146,13.3523
3.016,13.3603
3.0174,13.3684
3.0188,13.3764
3.0202,13.3845
3.0216,13.3925
3.023,13.4006
3.0244,13.4086
3.0258,13.4167
3.0272,13.4247
3.0286,13.4328
3.03,13.4408
3.0314,13.4489
3.0328,13.4569
3.0342,13.465
3.0356,13.473
3.037,13.4811
3.0384,13.4891
3.0398,13.4972
3.0412,13.5052
3.0426,13.5133
3.044,13.5213
3.0454,13.5293
3.0468,13.5374
3.0482,13.5454
3.0496,13.5535
3.051,13.5615
3.0524,13.5696
3.0538,13.5776
3.0552,13.5857
3.0566,13.5937
3.058,13.6018
3.0594,13.6098
3.0608,13.6179
3.0622,13.6259
3.0636,13.634
3.065,13.642
3.0664,13.6501
3.0678,13.6581
3.0692,13.6662
3.0706,13.6742
3.072,13.6823
3.0734,13.6903
3.0748,13.6984
3.0762,13.7064
3.0776,13.7145
3.079,13.7225
3.0804,13.7306
3.0818,13.7386
3.0832,13.7467
3.0846,13.7547
3.086,13.7628
3.0874,13.7708
3.0888,13.7789
3.0902,13.7869
3.0916,13.795
3.093,13.803
3.0944,13.8111
3.0958,13.8191
3.0972,13.8272
3.0986,13.8352
3.1,13.8433
3.1014,13.8513
3.1028,13.8594
3.1042,13.8674
3.1056,13.8754
3.107,13.8835
3.1084,13.8915
3.1098,13.8996
3.1112,13.9076
3.1126,13.9157
3.114,13.9237
3.1154,13.9318
3.1168,13.9398
3.1182,13.9479
3.1196,13.9559
3.121,13.964
3.1224,13.972
3.1238,13.9801
3.1252,13.9881
3.1266,13.9962
3.128,14.0042
3.1294,14.0123
3.1308,14.0203
3.1322,14.0284
3.1336,14.0364
3.135,14.0445
3.1364,14.0525
3.1378,14.0606
3.1392,14.0686
3.1406,14.0767
3.142,14.0847
3.1434,14.0928
3.1448,14.1008
3.1462,14.1089
3.1476,14.1169
3.149,14.125
3.1504,14.133
3.1518,14.1411
3.1532,14.1491
3.1546,14.1572
3.156,14.1652
3.1574,14.1733
3.1588,14.1813
3.1602,14.1894
3.1616,14.1974
3.163,14.2055
3.1644,14.2135
3.1658,14.2215
3.1672,14.2296
3.1686,14.2376
3.17,14.2457
3.1714,14.2537
3.1728,14.2618
3.1742,14.2698
3.1756,14.2779
3.177,14.2859
3.1784,14.294
3.1798,14.302
3.1812,14.3101
3.1826,14.3181
3.184,14.3262
3.1854,14.3342
3.1868,14.3423
3.1882,14.3503
3.1896,14.3584
3.191,14.3664
3.1924,14.3745
3.1938,14.3825
3.1952,14.3906
3.1966,14.3986
3.198,14.4067
3.1994,14.4147
3.2008,14.4228
3.2022,14.4308
3.2036,14.4389
3.205,14.4469
3.2064,14.455
3.2078,14.463
3.2092,14.4711
3.2106,14.4791
3.212,14.4872
3.2134,14.4952
3.2148,14.5033
3.2162,14.5113
3.2176,14.5194
3.219,14.5274
3.2204,14.5355
3.2218,14.5435
3.2232,14.5516
3.2246,14.5596
3.226,14.5676
3.2274,14.5757
3.2288,14.5837
3.2302,14.5918
3.2316,14.5998
3.233,14.6079
3.2344,14.6159
3.2358,14.624
3.2372,14.632
3.2386,14.6401
3.24,14.6481
3.2414,14.6562
3.2428,14.6642
3.2442,14.6723
3.2456,14.6803
3.247,14.6884
3.2484,14.6964
3.2498,14.7045
3.2512,14.7125
3.2526,14.7206
3.254,14.7286
3.2554,14.7367
3.2568,14.7447
3.2582,14.7528
3.2596,14.7608
3.261,14.7689
3.2624,14.7769
3.2638,14.785
3.2652,14.793
3.2666,14.8011
3.268,14.8091
3.2694,14.8172
3.2708,14.8252
3.2722,14.8333
3.2736,14.8413
3.275,14.8494
3.2764,14.8574
3.2778,14.8655
3.2792,14.8735
3.2806,14.8816
3.282,14.8896
3.2834,14.8977
3.2848,14.9057
3.2862,14.9137
3.2876,14.9218
3.289,14.9298
3.2904,14.9379
3.2918,14.9459
3.2932,14.954
3.2946,14.962
3.296,14.9701
3.2974,14.9781
3.2988,14.9862
3.3002,14.9942
3.3016,15.0023
3.303,15.0103
3.3044,15.0184
3.3058,15.0264
3.3072,15.0345
3.3086,15.0425
3.31,15.0506
3.3114,15.0586
3.3128,15.0667
3.3142,15.0747
3.3156,15.0828
3.317,15.0908
3.3184,15.0989
3.3198,15.1069
3.3212,15.115
3.3226,15.123
3.324,15.1311
3.3254,15.1391
3.3268,15.1472
3.3282,15.1552
3.3296,15.1633
3.331,15.1713
3.3324,15.1794
3.3338,15.1874
3.3352,15.1955
3.3366,15.2035
3.338,15.2116
3.3394,15.2196
3.3408,15.2277
3.3422,15.2357
3.3436,15.2438
3.345,15.2518
3.3464,15.2598
3.3478,15.2679
3.3492,15.2759
3.3506,15.284
3.352,15.292
3.3534,15.3001
3.3548,15.3081
3.3562,15.3162
3.3576,15.3242
3.359,15.3323
3.3604,15.3403
3.3618,15.3484
3.3632,15.3564
3.3646,15.3645
3.366,15.3725
3.3674,15.3806
3.3688,15.3886
3.3702,15.3967
3.3716,15.4047
3.373,15.4128
3.3744,15.4208
3.3758,15.4289
3.3772,15.4369
3.3786,15.445
3.38,15.453
3.3814,15.4611
3.3828,15.4691
3.3842,15.4772
3.3856,15.4852
3.387,15.4933
3.3884,15.5013
3.3898,15.5094
3.3912,15.5174
3.3926,15.5255
3.394,15.5335
3.3954,15.5416
3.3968,15.5496
3.3982,15.5577
3.3996,15.5657
3.401,15.5738
3.4024,15.5818
3.4038,15.5899
3.4052,15.5979
3.4066,15.6059
3.408,15.614
3.4094,15.622
3.4108,15.6301
3.4122,15.6381
3.4136,15.6462
3.415,15.6542
3.4164,15.6623
3.4178,15.6703
3.4192,15.6784
3.4206,15.6864
3.422,15.6945
3.4234,15.7025
3.4248,15.7106
3.4262,15.7186
3.4276,15.7267
3.429,15.7347
3.4304,15.7428
3.4318,15.7508
3.4332,15.7589
3.4346,15.7669
3.436,15.775
3.4374,15.783
3.4388,15.7911
3.4402,15.7991
3.4416,15.8072
3.443,15.8152
3.4444,15.8233
3.4458,15.8313
3.4472,15.8394
3.4486,15.8474
3.45,15.8555
3.4514,15.8635
3.4528,15.8716
3.4542,15.8796
3.4556,15.8877
3.457,15.8957
3.4584,15.9038
3.4598,15.9118
3.4612,15.9199
3.4626,15.9279
3.464,15.936
3.4654,15.944
3.4668,15.952
3.4682,15.9601
3.4696,15.9681
3.471,15.9762
3.4724,15.9842
3.4738,15.9923
3.4752,16.0003
3.4766,16.0084
3.478,16.0164
3.4794,16.0245
3.4808,16.0325
3.4822,16.0406
3.4836,16.0486
3.485,16.0567
3.4864,16.0647
3.4878,16.0728
3.4892,16.0808
3.4906,16.0889
3.492,16.0969
3.4934,16.105
3.4948,16.113
3.4962,16.1211
3.4976,16.1291
3.499,16.1372
3.5004,16.1452
3.5018,16.1533
3.5032,16.1613
3.5046,16.1694
3.506,16.1774
3.5074,16.1855
3.5088,16.1935
3.5102,16.2016
3.5116,16.2096
3.513,16.2177
3.5144,16.2257
3.5158,16.2338
3.5172,16.2418
3.5186,16.2499
3.52,16.2579
3.5214,16.266
3.5228,16.274
3.5242,16.282
3.5256,16.2901
3.527,16.2981
3.5284,16.3062
3.5298,16.3142
3.5312,16.3223
3.5326,16.3303
3.534,16.3384
3.5354,16.3464
3.5368,16.3545
3.5382,16.3625
3.5396,16.3706
3.541,16.3786
3.5424,16.3867
3.5438,16.3947
3.5452,16.4028
3.5466,16.4108
3.548,16.4189
3.5494,16.4269
3.5508,16.435
3.5522,16.443
3.5536,16.4511
3.555,16.4591
3.5564,16.4672
3.5578,16.4752
3.5592,16.4833
3.5606,16.4913
3.562,16.4994
3.5634,16.5074
3.5648,16.5155
3.5662,16.5235
3.5676,16.5316
3.569,16.5396
3.5704,16.5477
3.5718,16.5557
3.5732,16.5638
3.5746,16.5718
3.576,16.5799
3.5774,16.5879
3.5788,16.596
3.5802,16.604
3.5816,16.6121
3.583,16.6201
3.5844,16.6281
3.5858,16.6362
3.5872,16.6442
3.5886,16.6523
3.59,16.6603
3.5914,16.6684
3.5928,16.6764
3.5942,16.6845
3.5956,16.6925
3.597,16.7006
3.5984,16.7086
3.5998,16.7167
3.6012,16.7247
3.6026,16.7328
3.604,16.7408
3.6054,16.7489
3.6068,16.7569
3.6082,16.765
3.6096,16.773
3.611,16.7811
3.6124,16.7891
3.6138,16.7972
3.6152,16.8052
3.6166,16.8133
3.618,16.8213
3.6194,16.8294
3.6208,16.8374
3.6222,16.8455
3.6236,16.8535
3.625,16.8616
3.6264,16.8696
3.6278,16.8777
3.6292,16.8857
3.6306,16.8938
3.632,16.9018
3.6334,16.9099
3.6348,16.9179
3.6362,16.926
3.6376,16.934
3.639,16.9421
3.6404,16.9501
3.6418,16.9582
3.6432,16.9662
3.6446,16.9742
3.646,16.9823
3.6474,16.9903
3.6488,16.9984
3.6502,17.0064
3.6516,17.0145
3.653,17.0225
3.6544,17.0306
3.6558,17.0386
3.6572,17.0467
3.6586,17.0547
3.66,17.0628
3.6614,17.0708
3.6628,17.0789
3.6642,17.0869
3.6656,17.095
3.667,17.103
3.6684,17.1111
3.6698,17.1191
3.6712,17.1272
3.6726,17.1352
3.674,17.1433
3.6754,17.1513
3.6768,17.1594
3.6782,17.1674
3.6796,17.1755
3.681,17.1835
3.6824,17.1916
3.6838,17.1996
3.6852,17.2077
3.6866,17.2157
3.688,17.2238
3.6894,17.2318
3.6908,17.2399
3.6922,17.2479
3.6936,17.256
3.695,17.264
3.6964,17.2721
3.6978,17.2801
3.6992,17.2882
3.7006,17.2962
3.702,17.3043
3.7034,17.3123
3.7048,17.3203
3.7062,17.3284
3.7076,17.3364
3.709,17.3445
3.7104,17.3525
3.7118,17.3606
3.7132,17.3686
3.7146,17.3767
3.716,17.3847
3.7174,17.3928
3.7188,17.4008
3.7202,17.4089
3.7216,17.4169
3.723,17.425
3.7244,17.433
3.7258,17.4411
3.7272,17.4491
3.7286,17.4572
3.73,17.4652
3.7314,17.4733
3.7328,17.4813
3.7342,17.4894
3.7356,17.4974
3.737,17.5055
3.7384,17.5135
3.7398,17.5216
3.7412,17.5296
3.7426,17.5377
3.744,17.5457
3.7454,17.5538
3.7468,17.5618
3.7482,17.5699
3.7496,17.5779
3.751,17.586
3.7524,17.594
3.7538,17.6021
3.7552,17.6101
3.7566,17.6182
3.758,17.6262
3.7594,17.6343
3.7608,17.6423
3.7622,17.6504
3.7636,17.6584
3.765,17.6664
3.7664,17.6745
3.7678,17.6825
3.7692,17.6906
3.7706,17.6986
3.772,17.7067
3.7734,17.7147
3.7748,17.7228
3.7762,17.7308
3.7776,17.7389
3.779,17.7469
3.7804,17.755
3.7818,17.763
3.7832,17.7711
3.7846,17.7791
3.786,17.7872
3.7874,17.7952
3.7888,17.8033
3.7902,17.8113
3.7916,17.8194
3.793,17.8274
3.7944,17.8355
3.7958,17.8435
3.7972,17.8516
3.7986,17.8596
3.8,17.8677
3.8014,17.8757
3.8028,17.8838
3.8042,17.8918
3.8056,17.8999
3.807,17.9079
3.8084,17.916
3.8098,17.924
3.8112,17.9321
3.8126,17.9401
3.814,17.9482
3.8154,17.9562
3.8168,17.9643
3.8182,17.9723
3.8196,17.9804
3.821,17.9884
3.8224,17.9965
3.8238,18.0045
3.8252,18.0125
3.8266,18.0206
3.828,18.0286
3.8294,18.0367
3.8308,18.0447
3.8322,18.0528
3.8336,18.0608
3.835,18.0689
3.8364,18.0769
3.8378,18.085
3.8392,18.093
3.8406,18.1011
3.842,18.1091
3.8434,18.1172
3.8448,18.1252
3.8462,18.1333
3.8476,18.1413
3.849,18.1494
3.8504,18.1574
3.8518,18.1655
3.8532,18.1735
3.8546,18.1816
3.856,18.1896
3.8574,18.1977
3.8588,18.2057
3.8602,18.2138
3.8616,18.2218
3.863,18.2299
3.8644,18.2379
3.8658,18.246
3.8672,18.254
3.8686,18.2621
3.87,18.2701
3.8714,18.2782
3.8728,18.2862
3.8742,18.2943
3.8756,18.3023
3.877,18.3104
3.8784,18.3184
3.8798,18.3265
3.8812,18.3345
3.8826,18.3426
3.884,18.3506
3.8854,18.3586
3.8868,18.3667
3.8882,18.3747
3.8896,18.3828
3.891,18.3908
3.8924,18.3989
3.8938,18.4069
3.8952,18.415
3.8966,18.423
3.898,18.4311
3.8994,18.4391
3.9008,18.4472
3.9022,18.4552
3.9036,18.4633
3.905,18.4713
3.9064,18.4794
3.9078,18.4874
3.9092,18.4955
3.9106,18.5035
3.912,18.5116
3.9134,18.5196
3.9148,18.5277
3.9162,18.5357
3.9176,18.5438
3.919,18.5518
3.9204,18.5599
3.9218,18.5679
3.9232,18.576
3.9246,18.584
3.926,18.5921
3.9274,18.6001
3.9288,18.6082
3.9302,18.6162
3.9316,18.6243
3.933,18.6323
3.9344,18.6404
3.9358,18.6484
3.9372,18.6565
3.9386,18.6645
3.94,18.6726
3.9414,18.6806
3.9428,18.6887
3.9442,18.6967
3.9456,18.7047
3.947,18.7128
3.9484,18.7208
3.9498,18.7289
3.9512,18.7369
3.9526,18.745
3.954,18.753
3.9554,18.7611
3.9568,18.7691
3.9582,18.7772
3.9596,18.7852
3.961,18.7933
3.9624,18.8013
3.9638,18.8094
3.9652,18.8174
3.9666,18.8255
3.968,18.8335
3.9694,18.8416
3.9708,18.8496
3.9722,18.8577
3.9736,18.8657
3.975,18.8738
3.9764,18.8818
3.9778,18.8899
3.9792,18.8979
3.9806,18.906
3.982,18.914
3.9834,18.9221
3.9848,18.9301
3.9862,18.9382
3.9876,18.9462
3.989,18.9543
3.9904,18.9623
3.9918,18.9704
3.9932,18.9784
3.9946,18.9865
3.996,18.9945
3.9974,19.0026
3.9988,19.0106
4.0002,19.0187
4.0016,19.0267
4.003,19.0348
4.0044,19.0428
4.0058,19.0508
4.0072,19.0589
4.0086,19.0669
4.01,19.075
4.0114,19.083
4.0128,19.0911
4.0142,19.0991
4.0156,19.1072
4.017,19.1152
4.0184,19.1233
4.0198,19.1313
4.0212,19.1394
4.0226,19.1474
4.024,19.1555
4.0254,19.1635
4.0268,19.1716
4.0282,19.1796
4.0296,19.1877
4.031,19.1957
4.0324,19.2038
4.0338,19.2118
4.0352,19.2199
4.0366,19.2279
4.038,19.236
4.0394,19.244
4.0408,19.2521
4.0422,19.2601
4.0436,19.2682
4.045,19.2762
4.0464,19.2843
4.0478,19.2923
4.0492,19.3004
4.0506,19.3084
4.052,19.3165
4.0534,19.3245
4.0548,19.3326
4.0562,19.3406
4.0576,19.3487
4.059,19.3567
4.0604,19.3648
4.0618,19.3728
4.0632,19.3809
4.0646,19.3889
4.066,19.3969
4.0674,19.405
4.0688,19.413
4.0702,19.4211
4.0716,19.4291
4.073,19.4372
4.0744,19.4452
4.0758,19.4533
4.0772,19.4613
4.0786,19.4694
4.08,19.4774
4.0814,19.4855
4.0828,19.4935
4.0842,19.5016
4.0856,19.5096
4.087,19.5177
4.0884,19.5257
4.0898,19.5338
4.0912,19.5418
4.0926,19.5499
4.094,19.5579
4.0954,19.566
4.0968,19.574
4.0982,19.5821
4.0996,19.5901
4.101,19.5982
4.1024,19.6062
4.1038,19.6143
4.1052,19.6223
4.1066,19.6304
4.108,19.6384
4.1094,19.6465
4.1108,19.6545
4.1122,19.6626
4.1136,19.6706
4.115,19.6787
4.1164,19.6867
4.1178,19.6948
4.1192,19.7028
4.1206,19.7109
4.122,19.7189
4.1234,19.727
4.1248,19.735
4.1262,19.743
4.1276,19.7511
4.129,19.7591
4.1304,19.7672
4.1318,19.7752
4.1332,19.7833
4.1346,19.7913
4.136,19.7994
4.1374,19.8074
4.1388,19.8155
4.1402,19.8235
4.1416,19.8316
4.143,19.8396
4.1444,19.8477
4.1458,19.8557
4.1472,19.8638
4.1486,19.8718
4.15,19.8799
4.1514,19.8879
4.1528,19.896
4.1542,19.904
4.1556,19.9121
4.157,19.9201
4.1584,19.9282
4.1598,19.9362
4.1612,19.9443
4.1626,19.9523
4.164,19.9604
4.1654,19.9684
4.1668,19.9765
4.1682,19.9845
4.1696,19.9926
4.171,20.0006
4.1724,20.0087
4.1738,20.0167
4.1752,20.0248
4.1766,20.0328
4.178,20.0409
4.1794,20.0489
4.1808,20.057
4.1822,20.065
4.1836,20.0731
4.185,20.0811
4.1864,20.0891
4.1878,20.0972
4.1892,20.1052
4.1906,20.1133
4.192,20.1213
4.1934,20.1294
4.1948,20.1374
4.1962,20.1455
4.1976,20.1535
4.199,20.1616
4.2004,20.1696
4.2018,20.1777
4.2032,20.1857
4.2046,20.1938
4.206,20.2018
4.2074,20.2099
4.2088,20.2179
4.2102,20.226
4.2116,20.234
4.213,20.2421
4.2144,20.2501
4.2158,20.2582
4.2172,20.2662
4.2186,20.2743
4.22,20.2823
4.2214,20.2904
4.2228,20.2984
4.2242,20.3065
4.2256,20.3145
4.227,20.3226
4.2284,20.3306
4.2298,20.3387
4.2312,20.3467
4.2326,20.3548
4.234,20.3628
4.2354,20.3709
4.2368,20.3789
4.2382,20.387
4.2396,20.395
4.241,20.4031
4.2424,20.4111
4.2438,20.4192
4.2452,20.4272
4.2466,20.4352
4.248,20.4433
4.2494,20.4513
4.2508,20.4594
4.2522,20.4674
4.2536,20.4755
4.255,20.4835
4.2564,20.4916
4.2578,20.4996
4.2592,20.5077
4.2606,20.5157
4.262,20.5238
4.2634,20.5318
4.2648,20.5399
4.2662,20.5479
4.2676,20.556
4.269,20.564
4.2704,20.5721
4.2718,20.5801
4.2732,20.5882
4.2746,20.5962
4.276,20.6043
4.2774,20.6123
4.2788,20.6204
4.2802,20.6284
4.2816,20.6365
4.283,20.6445
4.2844,20.6526
4.2858,20.6606
4.2872,20.6687
4.2886,20.6767
4.29,20.6848
4.2914,20.6928
4.2928,20.7009
4.2942,20.7089
4.2956,20.717
4.297,20.725
4.2984,20.7331
4.2998,20.7411
4.3012,20.7492
4.3026,20.7572
4.304,20.7653
4.3054,20.7733
4.3068,20.7813
4.3082,20.7894
4.3096,20.7974
4.311,20.8055
4.3124,20.8135
4.3138,20.8216
4.3152,20.8296
4.3166,20.8377
4.318,20.8457
4.3194,20.8538
4.3208,20.8618
4.3222,20.8699
4.3236,20.8779
4.325,20.886
4.3264,20.894
4.3278,20.9021
4.3292,20.9101
4.3306,20.9182
4.332,20.9262
4.3334,20.9343
4.3348,20.9423
4.3362,20.9504
4.3376,20.9584
4.339,20.9665
4.3404,20.9745
4.3418,20.9826
4.3432,20.9906
4.3446,20.9987
4.346,21.0067
4.3474,21.0148
4.3488,21.0228
4.3502,21.0309
4.3516,21.0389
4.353,21.047
4.3544,21.055
4.3558,21.0631
4.3572,21.0711
4.3586,21.0792
4.36,21.0872
4.3614,21.0953
4.3628,21.1033
4.3642,21.1114
4.3656,21.1194
4.367,21.1274
4.3684,21.1355
4.3698,21.1435
4.3712,21.1516
4.3726,21.1596
4.374,21.1677
4.3754,21.1757
4.3768,21.1838
4.3782,21.1918
4.3796,21.1999
4.381,21.2079
4.3824,21.216
4.3838,21.224
4.3852,21.2321
4.3866,21.2401
4.388,21.2482
4.3894,21.2562
4.3908,21.2643
4.3922,21.2723
4.3936,21.2804
4.395,21.2884
4.3964,21.2965
4.3978,21.3045
4.3992,21.3126
4.4006,21.3206
4.402,21.3287
4.4034,21.3367
4.4048,21.3448
4.4062,21.3528
4.4076,21.3609
4.409,21.3689
4.4104,21.377
4.4118,21.385
4.4132,21.3931
4.4146,21.4011
4.416,21.4092
4.4174,21.4172
4.4188,21.4253
4.4202,21.4333
4.4216,21.4414
4.423,21.4494
4.4244,21.4575
4.4258,21.4655
4.4272,21.4735
4.4286,21.4816
4.43,21.4896
4.4314,21.4977
4.4328,21.5057
4.4342,21.5138
4.4356,21.5218
4.437,21.5299
4.4384,21.5379
4.4398,21.546
4.4412,21.554
4.4426,21.5621
4.444,21.5701
4.4454,21.5782
4.4468,21.5862
4.4482,21.5943
4.4496,21.6023
4.451,21.6104
4.4524,21.6184
4.4538,21.6265
4.4552,21.6345
4.4566,21.6426
4.458,21.6506
4.4594,21.6587
4.4608,21.6667
4.4622,21.6748
4.4636,21.6828
4.465,21.6909
4.4664,21.6989
4.4678,21.707
4.4692,21.715
4.4706,21.7231
4.472,21.7311
4.4734,21.7392
4.4748,21.7472
4.4762,21.7553
4.4776,21.7633
4.479,21.7714
4.4804,21.7794
4.4818,21.7875
4.4832,21.7955
4.4846,21.8036
4.486,21.8116
4.4874,21.8196
4.4888,21.8277
4.4902,21.8357
4.4916,21.8438
4.493,21.8518
4.4944,21.8599
4.4958,21.8679
4.4972,21.876
4.4986,21.884
4.5,21.8921
4.5014,21.9001
4.5028,21.9082
4.5042,21.9162
4.5056,21.9243
4.507,21.9323
4.5084,21.9404
4.5098,21.9484
4.5112,21.9565
4.5126,21.9645
4.514,21.9726
4.5154,21.9806
4.5168,21.9887
4.5182,21.9967
4.5196,22.0048
4.521,22.0128
4.5224,22.0209
4.5238,22.0289
4.5252,22.037
4.5266,22.045
4.528,22.0531
4.5294,22.0611
4.5308,22.0692
4.5322,22.0772
4.5336,22.0853
4.535,22.0933
4.5364,22.1014
4.5378,22.1094
4.5392,22.1175
4.5406,22.1255
4.542,22.1336
4.5434,22.1416
4.5448,22.1497
4.5462,22.1577
4.5476,22.1657
4.549,22.1738
4.5504,22.1818
4.5518,22.1899
4.5532,22.1979
4.5546,22.206
4.556,22.214
4.5574,22.2221
4.5588,22.2301
4.5602,22.2382
4.5616,22.2462
4.563,22.2543
4.5644,22.2623
4.5658,22.2704
4.5672,22.2784
4.5686,22.2865
4.57,22.2945
4.5714,22.3026
4.5728,22.3106
4.5742,22.3187
4.5756,22.3267
4.577,22.3348
4.5784,22.3428
4.5798,22.3509
4.5812,22.3589
4.5826,22.367
4.584,22.375
4.5854,22.3831
4.5868,22.3911
4.5882,22.3992
4.5896,22.4072
4.591,22.4153
4.5924,22.4233
4.5938,22.4314
4.5952,22.4394
4.5966,22.4475
4.598,22.4555
4.5994,22.4636
4.6008,22.4716
4.6022,22.4797
4.6036,22.4877
4.605,22.4958
4.6064,22.5038
4.6078,22.5118
4.6092,22.5199
4.6106,22.5279
4.612,22.536
4.6134,22.544
4.6148,22.5521
4.6162,22.5601
4.6176,22.5682
4.619,22.5762
4.6204,22.5843
4.6218,22.5923
4.6232,22.6004
4.6246,22.6084
4.626,22.6165
4.6274,22.6245
4.6288,22.6326
4.6302,22.6406
4.6316,22.6487
4.633,22.6567
4.6344,22.6648
4.6358,22.6728
4.6372,22.6809
4.6386,22.6889
4.64,22.697
4.6414,22.705
4.6428,22.7131
4.6442,22.7211
4.6456,22.7292
4.647,22.7372
4.6484,22.7453
4.6498,22.7533
4.6512,22.7614
4.6526,22.7694
4.654,22.7775
4.6554,22.7855
4.6568,22.7936
4.6582,22.8016
4.6596,22.8097
4.661,22.8177
4.6624,22.8258
4.6638,22.8338
4.6652,22.8419
4.6666,22.8499
4.668,22.8463
4.6694,22.8421
4.6708,22.838
4.6722,22.8338
4.6736,22.8296
4.675,22.8255
4.6764,22.8213
4.6778,22.8171
4.6792,22.813
4.6806,22.8088
4.682,22.8046
4.6834,22.8005
4.6848,22.7963
4.6862,22.7921
4.6876,22.788
4.689,22.7838
4.6904,22.7796
4.6918,22.7755
4.6932,22.7713
4.6946,22.7671
4.696,22.763
4.6974,22.7588
4.6988,22.7546
4.7002,22.7505
4.7016,22.7463
4.703,22.7421
4.7044,22.738
4.7058,22.7338
4.7072,22.7296
4.7086,22.7254
4.71,22.7213
4.7114,22.7171
4.7128,22.7129
4.7142,22.7088
4.7156,22.7046
4.717,22.7004
4.7184,22.6963
4.7198,22.6921
4.7212,22.6879
4.7226,22.6838
4.724,22.6796
4.7254,22.6754
4.7268,22.6713
4.7282,22.6671
4.7296,22.6629
4.731,22.6588
4.7324,22.6546
4.7338,22.6504
4.7352,22.6463
4.7366,22.6421
4.738,22.6379
4.7394,22.6338
4.7408,22.6296
4.7422,22.6254
4.7436,22.6213
4.745,22.6171
4.7464,22.6129
4.7478,22.6088
4.7492,22.6046
4.7506,22.6004
4.752,22.5962
4.7534,22.5921
4.7548,22.5879
4.7562,22.5837
4.7576,22.5796
4.759,22.5754
4.7604,22.5712
4.7618,22.5671
4.7632,22.5629
4.7646,22.5587
4.766,22.5546
4.7674,22.5504
4.7688,22.5462
4.7702,22.5421
4.7716,22.5379
4.773,22.5337
4.7744,22.5296
4.7758,22.5254
4.7772,22.5212
4.7786,22.5171
4.78,22.5129
4.7814,22.5087
4.7828,22.5046
4.7842,22.5004
4.7856,22.4962
4.787,22.4921
4.7884,22.4879
4.7898,22.4837
4.7912,22.4796
4.7926,22.4754
4.794,22.4712
4.7954,22.467
4.7968,22.4629
4.7982,22.4587
4.7996,22.4545
4.801,22.4504
4.8024,22.4462
4.8038,22.442
4.8052,22.4379
4.8066,22.4337
4.808,22.4295
4.8094,22.4254
4.8108,22.4212
4.8122,22.417
4.8136,22.4129
4.815,22.4087
4.8164,22.4045
4.8178,22.4004
4.8192,22.3962
4.8206,22.392
4.822,22.3879
4.8234,22.3837
4.8248,22.3795
4.8262,22.3754
4.8276,22.3712
4.829,22.367
4.8304,22.3629
4.8318,22.3587
4.8332,22.3545
4.8346,22.3504
4.836,22.3462
4.8374,22.342
4.8388,22.3378
4.8402,22.3337
4.8416,22.3295
4.843,22.3253
4.8444,22.3212
4.8458,22.317
4.8472,22.3128
4.8486,22.3087
4.85,22.3045
4.8514,22.3003
4.8528,22.2962
4.8542,22.292
4.8556,22.2878
4.857,22.2837
4.8584,22.2795
4.8598,22.2753
4.8612,22.2712
4.8626,22.267
4.864,22.2628
4.8654,22.2587
4.8668,22.2545
4.8682,22.2503
4.8696,22.2462
4.871,22.242
4.8724,22.2378
4.8738,22.2337
4.8752,22.2295
4.8766,22.2253
4.878,22.2212
4.8794,22.217
4.8808,22.2128
4.8822,22.2086
4.8836,22.2045
4.885,22.2003
4.8864,22.1961
4.8878,22.192
4.8892,22.1878
4.8906,22.1836
4.892,22.1795
4.8934,22.1753
4.8948,22.1711
4.8962,22.167
4.8976,22.1628
4.899,22.1586
4.9004,22.1545
4.9018,22.1503
4.9032,22.1461
4.9046,22.142
4.906,22.1378
4.9074,22.1336
4.9088,22.1295
4.9102,22.1253
4.9116,22.1211
4.913,22.117
4.9144,22.1128
4.9158,22.1086
4.9172,22.1045
4.9186,22.1003
4.92,22.0961
4.9214,22.092
4.9228,22.0878
4.9242,22.0836
4.9256,22.0794
4.927,22.0753
4.9284,22.0711
4.9298,22.0669
4.9312,22.0628
4.9326,22.0586
4.934,22.0544
4.9354,22.0503
4.9368,22.0461
4.9382,22.0419
4.9396,22.0378
4.941,22.0336
4.9424,22.0294
4.9438,22.0253
4.9452,22.0211
4.9466,22.0169
4.948,22.0128
4.9494,22.0086
4.9508,22.0044
4.9522,22.0003
4.9536,21.9961
4.955,21.9919
4.9564,21.9878
4.9578,21.9836
4.9592,21.9794
4.9606,21.9753
4.962,21.9711
4.9634,21.9669
4.9648,21.9628
4.9662,21.9586
4.9676,21.9544
4.969,21.9502
4.9704,21.9461
4.9718,21.9419
4.9732,21.9377
4.9746,21.9336
4.976,21.9294
4.9774,21.9252
4.9788,21.9211
4.9802,21.9169
4.9816,21.9127
4.983,21.9086
4.9844,21.9044
4.9858,21.9002
4.9872,21.8961
4.9886,21.8919
4.99,21.8877
4.9914,21.8836
4.9928,21.8794
4.9942,21.8752
4.9956,21.8711
4.997,21.8669
4.9984,21.8627
4.9998,21.8586
5.0012,21.8544
5.0026,21.8502
5.004,21.8461
5.0054,21.8419
5.0068,21.8377
5.0082,21.8336
5.0096,21.8294
5.011,21.8252
5.0124,21.821
5.0138,21.8169
5.0152,21.8127
5.0166,21.8085
5.018,21.8044
5.0194,21.8002
5.0208,21.796
5.0222,21.7919
