t,y
5.0236,21.7877
5.025,21.7835
5.0264,21.7794
5.0278,21.7752
5.0292,21.771
5.0306,21.7669
5.032,21.7627
5.0334,21.7585
5.0348,21.7544
5.0362,21.7502
5.0376,21.746
5.039,21.7419
5.0404,21.7377
5.0418,21.7335
5.0432,21.7294
5.0446,21.7252
5.046,21.721
5.0474,21.7169
5.0488,21.7127
5.0502,21.7085
5.0516,21.7043
5.053,21.7002
5.0544,21.696
5.0558,21.6918
5.0572,21.6877
5.0586,21.6835
5.06,21.6793
5.0614,21.6752
5.0628,21.671
5.0642,21.6668
5.0656,21.6627
5.067,21.6585
5.0684,21.6543
5.0698,21.6502
5.0712,21.646
5.0726,21.6418
5.074,21.6377
5.0754,21.6335
5.0768,21.6293
5.0782,21.6252
5.0796,21.621
5.081,21.6168
5.0824,21.6127
5.0838,21.6085
5.0852,21.6043
5.0866,21.6002
5.088,21.596
5.0894,21.5918
5.0908,21.5877
5.0922,21.5835
5.0936,21.5793
5.095,21.5751
5.0964,21.571
5.0978,21.5668
5.0992,21.5626
5.1006,21.5585
5.102,21.5543
5.1034,21.5501
5.1048,21.546
5.1062,21.5418
5.1076,21.5376
5.109,21.5335
5.1104,21.5293
5.1118,21.5251
5.1132,21.521
5.1146,21.5168
5.116,21.5126
5.1174,21.5085
5.1188,21.5043
5.1202,21.5001
5.1216,21.496
5.123,21.4918
5.1244,21.4876
5.1258,21.4835
5.1272,21.4793
5.1286,21.4751
5.13,21.471
5.1314,21.4668
5.1328,21.4626
5.1342,21.4585
5.1356,21.4543
5.137,21.4501
5.1384,21.4459
5.1398,21.4418
5.1412,21.4376
5.1426,21.4334
5.144,21.4293
5.1454,21.4251
5.1468,21.4209
5.1482,21.4168
5.1496,21.4126
5.151,21.4084
5.1524,21.4043
5.1538,21.4001
5.1552,21.3959
5.1566,21.3918
5.158,21.3876
5.1594,21.3834
5.1608,21.3793
5.1622,21.3751
5.1636,21.3709
5.165,21.3668
5.1664,21.3626
5.1678,21.3584
5.1692,21.3543
5.1706,21.3501
5.172,21.3459
5.1734,21.3418
5.1748,21.3376
5.1762,21.3334
5.1776,21.3293
5.179,21.3251
5.1804,21.3209
5.1818,21.3167
5.1832,21.3126
5.1846,21.3084
5.186,21.3042
5.1874,21.3001
5.1888,21.2959
5.1902,21.2917
5.1916,21.2876
5.193,21.2834
5.1944,21.2792
5.1958,21.2751
5.1972,21.2709
5.1986,21.2667
5.2,21.2626
5.2014,21.2584
5.2028,21.2542
5.2042,21.2501
5.2056,21.2459
5.207,21.2417
5.2084,21.2376
5.2098,21.2334
5.2112,21.2292
5.2126,21.2251
5.214,21.2209
5.2154,21.2167
5.2168,21.2126
5.2182,21.2084
5.2196,21.2042
5.221,21.2001
5.2224,21.1959
5.2238,21.1917
5.2252,21.1875
5.2266,21.1834
5.228,21.1792
5.2294,21.175
5.2308,21.1709
5.2322,21.1667
5.2336,21.1625
5.235,21.1584
5.2364,21.1542
5.2378,21.15
5.2392,21.1459
5.2406,21.1417
5.242,21.1375
5.2434,21.1334
5.2448,21.1292
5.2462,21.125
5.2476,21.1209
5.249,21.1167
5.2504,21.1125
5.2518,21.1084
5.2532,21.1042
5.2546,21.1
5.256,21.0959
5.2574,21.0917
5.2588,21.0875
5.2602,21.0834
5.2616,21.0792
5.263,21.075
5.2644,21.0709
5.2658,21.0667
5.2672,21.0625
5.2686,21.0583
5.27,21.0542
5.2714,21.05
5.2728,21.0458
5.2742,21.0417
5.2756,21.0375
5.277,21.0333
5.2784,21.0292
5.2798,21.025
5.2812,21.0208
5.2826,21.0167
5.284,21.0125
5.2854,21.0083
5.2868,21.0042
5.2882,21
5.2896,20.9958
5.291,20.9917
5.2924,20.9875
5.2938,20.9833
5.2952,20.9792
5.2966,20.975
5.298,20.9708
5.2994,20.9667
5.3008,20.9625
5.3022,20.9583
5.3036,20.9542
5.305,20.95
5.3064,20.9458
5.3078,20.9417
5.3092,20.9375
5.3106,20.9333
5.312,20.9291
5.3134,20.925
5.3148,20.9208
5.3162,20.9166
5.3176,20.9125
5.319,20.9083
5.3204,20.9041
5.3218,20.9
5.3232,20.8958
5.3246,20.8916
5.326,20.8875
5.3274,20.8833
5.3288,20.8791
5.3302,20.875
5.3316,20.8708
5.333,20.8666
5.3344,20.8625
5.3358,20.8583
5.3372,20.8541
5.3386,20.85
5.34,20.8458
5.3414,20.8416
5.3428,20.8375
5.3442,20.8333
5.3456,20.8291
5.347,20.825
5.3484,20.8208
5.3498,20.8166
5.3512,20.8125
5.3526,20.8083
5.354,20.8041
5.3554,20.7999
5.3568,20.7958
5.3582,20.7916
5.3596,20.7874
5.361,20.7833
5.3624,20.7791
5.3638,20.7749
5.3652,20.7708
5.3666,20.7666
5.368,20.7624
5.3694,20.7583
5.3708,20.7541
5.3722,20.7499
5.3736,20.7458
5.375,20.7416
5.3764,20.7374
5.3778,20.7333
5.3792,20.7291
5.3806,20.7249
5.382,20.7208
5.3834,20.7166
5.3848,20.7124
5.3862,20.7083
5.3876,20.7041
5.389,20.6999
5.3904,20.6958
5.3918,20.6916
5.3932,20.6874
5.3946,20.6832
5.396,20.6791
5.3974,20.6749
5.3988,20.6707
5.4002,20.6666
5.4016,20.6624
5.403,20.6582
5.4044,20.6541
5.4058,20.6499
5.4072,20.6457
5.4086,20.6416
5.41,20.6374
5.4114,20.6332
5.4128,20.6291
5.4142,20.6249
5.4156,20.6207
5.417,20.6166
5.4184,20.6124
5.4198,20.6082
5.4212,20.6041
5.4226,20.5999
5.424,20.5957
5.4254,20.5916
5.4268,20.5874
5.4282,20.5832
5.4296,20.5791
5.431,20.5749
5.4324,20.5707
5.4338,20.5666
5.4352,20.5624
5.4366,20.5582
5.438,20.554
5.4394,20.5499
5.4408,20.5457
5.4422,20.5415
5.4436,20.5374
5.445,20.5332
5.4464,20.529
5.4478,20.5249
5.4492,20.5207
5.4506,20.5165
5.452,20.5124
5.4534,20.5082
5.4548,20.504
5.4562,20.4999
5.4576,20.4957
5.459,20.4915
5.4604,20.4874
5.4618,20.4832
5.4632,20.479
5.4646,20.4749
5.466,20.4707
5.4674,20.4665
5.4688,20.4624
5.4702,20.4582
5.4716,20.454
5.473,20.4499
5.4744,20.4457
5.4758,20.4415
5.4772,20.4374
5.4786,20.4332
5.48,20.429
5.4814,20.4248
5.4828,20.4207
5.4842,20.4165
5.4856,20.4123
5.487,20.4082
5.4884,20.404
5.4898,20.3998
5.4912,20.3957
5.4926,20.3915
5.494,20.3873
5.4954,20.3832
5.4968,20.379
5.4982,20.3748
5.4996,20.3707
5.501,20.3665
5.5024,20.3623
5.5038,20.3582
5.5052,20.354
5.5066,20.3498
5.508,20.3457
5.5094,20.3415
5.5108,20.3373
5.5122,20.3332
5.5136,20.329
5.515,20.3248
5.5164,20.3207
5.5178,20.3165
5.5192,20.3123
5.5206,20.3082
5.522,20.304
5.5234,20.2998
5.5248,20.2956
5.5262,20.2915
5.5276,20.2873
5.529,20.2831
5.5304,20.279
5.5318,20.2748
5.5332,20.2706
5.5346,20.2665
5.536,20.2623
5.5374,20.2581
5.5388,20.254
5.5402,20.2498
5.5416,20.2456
5.543,20.2415
5.5444,20.2373
5.5458,20.2331
5.5472,20.229
5.5486,20.2248
5.55,20.2206
5.5514,20.2165
5.5528,20.2123
5.5542,20.2081
5.5556,20.204
5.557,20.1998
5.5584,20.1956
5.5598,20.1915
5.5612,20.1873
5.5626,20.1831
5.564,20.179
5.5654,20.1748
5.5668,20.1706
5.5682,20.1664
5.5696,20.1623
5.571,20.1581
5.5724,20.1539
5.5738,20.1498
5.5752,20.1456
5.5766,20.1414
5.578,20.1373
5.5794,20.1331
5.5808,20.1289
5.5822,20.1248
5.5836,20.1206
5.585,20.1164
5.5864,20.1123
5.5878,20.1081
5.5892,20.1039
5.5906,20.0998
5.592,20.0956
5.5934,20.0914
5.5948,20.0873
5.5962,20.0831
5.5976,20.0789
5.599,20.0748
5.6004,20.0706
5.6018,20.0664
5.6032,20.0623
5.6046,20.0581
5.606,20.0539
5.6074,20.0498
5.6088,20.0456
5.6102,20.0414
5.6116,20.0372
5.613,20.0331
5.6144,20.0289
5.6158,20.0247
5.6172,20.0206
5.6186,20.0164
5.62,20.0122
5.6214,20.0081
5.6228,20.0039
5.6242,19.9997
5.6256,19.9956
5.627,19.9914
5.6284,19.9872
5.6298,19.9831
5.6312,19.9789
5.6326,19.9747
5.634,19.9706
5.6354,19.9664
5.6368,19.9622
5.6382,19.9581
5.6396,19.9539
5.641,19.9497
5.6424,19.9456
5.6438,19.9414
5.6452,19.9372
5.6466,19.9331
5.648,19.9289
5.6494,19.9247
5.6508,19.9206
5.6522,19.9164
5.6536,19.9122
5.655,19.908
5.6564,19.9039
5.6578,19.8997
5.6592,19.8955
5.6606,19.8914
5.662,19.8872
5.6634,19.883
5.6648,19.8789
5.6662,19.8747
5.6676,19.8705
5.669,19.8664
5.6704,19.8622
5.6718,19.858
5.6732,19.8539
5.6746,19.8497
5.676,19.8455
5.6774,19.8414
5.6788,19.8372
5.6802,19.833
5.6816,19.8289
5.683,19.8247
5.6844,19.8205
5.6858,19.8164
5.6872,19.8122
5.6886,19.808
5.69,19.8039
5.6914,19.7997
5.6928,19.7955
5.6942,19.7914
5.6956,19.7872
5.697,19.783
5.6984,19.7788
5.6998,19.7747
5.7012,19.7705
5.7026,19.7663
5.704,19.7622
5.7054,19.758
5.7068,19.7538
5.7082,19.7497
5.7096,19.7455
5.711,19.7413
5.7124,19.7372
5.7138,19.733
5.7152,19.7288
5.7166,19.7247
5.718,19.7205
5.7194,19.7163
5.7208,19.7122
5.7222,19.708
5.7236,19.7038
5.725,19.6997
5.7264,19.6955
5.7278,19.6913
5.7292,19.6872
5.7306,19.683
5.732,19.6788
5.7334,19.6747
5.7348,19.6705
5.7362,19.6663
5.7376,19.6621
5.739,19.658
5.7404,19.6538
5.7418,19.6496
5.7432,19.6455
5.7446,19.6413
5.746,19.6371
5.7474,19.633
5.7488,19.6288
5.7502,19.6246
5.7516,19.6205
5.753,19.6163
5.7544,19.6121
5.7558,19.608
5.7572,19.6038
5.7586,19.5996
5.76,19.5955
5.7614,19.5913
5.7628,19.5871
5.7642,19.583
5.7656,19.5788
5.767,19.5746
5.7684,19.5705
5.7698,19.5663
5.7712,19.5621
5.7726,19.558
5.774,19.5538
5.7754,19.5496
5.7768,19.5455
5.7782,19.5413
5.7796,19.5371
5.781,19.5329
5.7824,19.5288
5.7838,19.5246
5.7852,19.5204
5.7866,19.5163
5.788,19.5121
5.7894,19.5079
5.7908,19.5038
5.7922,19.4996
5.7936,19.4954
5.795,19.4913
5.7964,19.4871
5.7978,19.4829
5.7992,19.4788
5.8006,19.4746
5.802,19.4704
5.8034,19.4663
5.8048,19.4621
5.8062,19.4579
5.8076,19.4538
5.809,19.4496
5.8104,19.4454
5.8118,19.4413
5.8132,19.4371
5.8146,19.4329
5.816,19.4288
5.8174,19.4246
5.8188,19.4204
5.8202,19.4163
5.8216,19.4121
5.823,19.4079
5.8244,19.4037
5.8258,19.3996
5.8272,19.3954
5.8286,19.3912
5.83,19.3871
5.8314,19.3829
5.8328,19.3787
5.8342,19.3746
5.8356,19.3704
5.837,19.3662
5.8384,19.3621
5.8398,19.3579
5.8412,19.3537
5.8426,19.3496
5.844,19.3454
5.8454,19.3412
5.8468,19.3371
5.8482,19.3329
5.8496,19.3287
5.851,19.3246
5.8524,19.3204
5.8538,19.3162
5.8552,19.3121
5.8566,19.3079
5.858,19.3037
5.8594,19.2996
5.8608,19.2954
5.8622,19.2912
5.8636,19.2871
5.865,19.2829
5.8664,19.2787
5.8678,19.2745
5.8692,19.2704
5.8706,19.2662
5.872,19.262
5.8734,19.2579
5.8748,19.2537
5.8762,19.2495
5.8776,19.2454
5.879,19.2412
5.8804,19.237
5.8818,19.2329
5.8832,19.2287
5.8846,19.2245
5.886,19.2204
5.8874,19.2162
5.8888,19.212
5.8902,19.2079
5.8916,19.2037
5.893,19.1995
5.8944,19.1954
5.8958,19.1912
5.8972,19.187
5.8986,19.1829
5.9,19.1787
5.9014,19.1745
5.9028,19.1704
5.9042,19.1662
5.9056,19.162
5.907,19.1579
5.9084,19.1537
5.9098,19.1495
5.9112,19.1453
5.9126,19.1412
5.914,19.137
5.9154,19.1328
5.9168,19.1287
5.9182,19.1245
5.9196,19.1203
5.921,19.1162
5.9224,19.112
5.9238,19.1078
5.9252,19.1037
5.9266,19.0995
5.928,19.0953
5.9294,19.0912
5.9308,19.087
5.9322,19.0828
5.9336,19.0787
5.935,19.0745
5.9364,19.0703
5.9378,19.0662
5.9392,19.062
5.9406,19.0578
5.942,19.0537
5.9434,19.0495
5.9448,19.0453
5.9462,19.0412
5.9476,19.037
5.949,19.0328
5.9504,19.0287
5.9518,19.0245
5.9532,19.0203
5.9546,19.0161
5.956,19.012
5.9574,19.0078
5.9588,19.0036
5.9602,18.9995
5.9616,18.9953
5.963,18.9911
5.9644,18.987
5.9658,18.9828
5.9672,18.9786
5.9686,18.9745
5.97,18.9703
5.9714,18.9661
5.9728,18.962
5.9742,18.9578
5.9756,18.9536
5.977,18.9495
5.9784,18.9453
5.9798,18.9411
5.9812,18.937
5.9826,18.9328
5.984,18.9286
5.9854,18.9245
5.9868,18.9203
5.9882,18.9161
5.9896,18.912
5.991,18.9078
5.9924,18.9036
5.9938,18.8995
5.9952,18.8953
5.9966,18.8911
5.998,18.8869
5.9994,18.8828
6.0008,18.8786
6.0022,18.8744
6.0036,18.8703
6.005,18.8661
6.0064,18.8619
6.0078,18.8578
6.0092,18.8536
6.0106,18.8494
6.012,18.8453
6.0134,18.8411
6.0148,18.8369
6.0162,18.8328
6.0176,18.8286
6.019,18.8244
6.0204,18.8203
6.0218,18.8161
6.0232,18.8119
6.0246,18.8078
6.026,18.8036
6.0274,18.7994
6.0288,18.7953
6.0302,18.7911
6.0316,18.7869
6.033,18.7828
6.0344,18.7786
6.0358,18.7744
6.0372,18.7703
6.0386,18.7661
6.04,18.7619
6.0414,18.7577
6.0428,18.7536
6.0442,18.7494
6.0456,18.7452
6.047,18.7411
6.0484,18.7369
6.0498,18.7327
6.0512,18.7286
6.0526,18.7244
6.054,18.7202
6.0554,18.7161
6.0568,18.7119
6.0582,18.7077
6.0596,18.7036
6.061,18.6994
6.0624,18.6952
6.0638,18.6911
6.0652,18.6869
6.0666,18.6827
6.068,18.6786
6.0694,18.6744
6.0708,18.6702
6.0722,18.6661
6.0736,18.6619
6.075,18.6577
6.0764,18.6536
6.0778,18.6494
6.0792,18.6452
6.0806,18.641
6.082,18.6369
6.0834,18.6327
6.0848,18.6285
6.0862,18.6244
6.0876,18.6202
6.089,18.616
6.0904,18.6119
6.0918,18.6077
6.0932,18.6035
6.0946,18.5994
6.096,18.5952
6.0974,18.591
6.0988,18.5869
6.1002,18.5827
6.1016,18.5785
6.103,18.5744
6.1044,18.5702
6.1058,18.566
6.1072,18.5619
6.1086,18.5577
6.11,18.5535
6.1114,18.5494
6.1128,18.5452
6.1142,18.541
6.1156,18.5369
6.117,18.5327
6.1184,18.5285
6.1198,18.5244
6.1212,18.5202
6.1226,18.516
6.124,18.5118
6.1254,18.5077
6.1268,18.5035
6.1282,18.4993
6.1296,18.4952
6.131,18.491
6.1324,18.4868
6.1338,18.4827
6.1352,18.4785
6.1366,18.4743
6.138,18.4702
6.1394,18.466
6.1408,18.4618
6.1422,18.4577
6.1436,18.4535
6.145,18.4493
6.1464,18.4452
6.1478,18.441
6.1492,18.4368
6.1506,18.4327
6.152,18.4285
6.1534,18.4243
6.1548,18.4202
6.1562,18.416
6.1576,18.4118
6.159,18.4077
6.1604,18.4035
6.1618,18.3993
6.1632,18.3952
6.1646,18.391
6.166,18.3868
6.1674,18.3826
6.1688,18.3785
6.1702,18.3743
6.1716,18.3701
6.173,18.366
6.1744,18.3618
6.1758,18.3576
6.1772,18.3535
6.1786,18.3493
6.18,18.3451
6.1814,18.341
6.1828,18.3368
6.1842,18.3326
6.1856,18.3285
6.187,18.3243
6.1884,18.3201
6.1898,18.316
6.1912,18.3118
6.1926,18.3076
6.194,18.3035
6.1954,18.2993
6.1968,18.2951
6.1982,18.291
6.1996,18.2868
6.201,18.2826
6.2024,18.2785
6.2038,18.2743
6.2052,18.2701
6.2066,18.266
6.208,18.2618
6.2094,18.2576
6.2108,18.2534
6.2122,18.2493
6.2136,18.2451
6.215,18.2409
6.2164,18.2368
6.2178,18.2326
6.2192,18.2284
6.2206,18.2243
6.222,18.2201
6.2234,18.2159
6.2248,18.2118
6.2262,18.2076
6.2276,18.2034
6.229,18.1993
6.2304,18.1951
6.2318,18.1909
6.2332,18.1868
6.2346,18.1826
6.236,18.1784
6.2374,18.1743
6.2388,18.1701
6.2402,18.1659
6.2416,18.1618
6.243,18.1576
6.2444,18.1534
6.2458,18.1493
6.2472,18.1451
6.2486,18.1409
6.25,18.1368
6.2514,18.1326
6.2528,18.1284
6.2542,18.1242
6.2556,18.1201
6.257,18.1159
6.2584,18.1117
6.2598,18.1076
6.2612,18.1034
6.2626,18.0992
6.264,18.0951
6.2654,18.0909
6.2668,18.0867
6.2682,18.0826
6.2696,18.0784
6.271,18.0742
6.2724,18.0701
6.2738,18.0659
6.2752,18.0617
6.2766,18.0576
6.278,18.0534
6.2794,18.0492
6.2808,18.0451
6.2822,18.0409
6.2836,18.0367
6.285,18.0326
6.2864,18.0284
6.2878,18.0242
6.2892,18.0201
6.2906,18.0159
6.292,18.0117
6.2934,18.0076
6.2948,18.0034
6.2962,17.9992
6.2976,17.995
6.299,17.9909
6.3004,17.9867
6.3018,17.9825
6.3032,17.9784
6.3046,17.9742
6.306,17.97
6.3074,17.9659
6.3088,17.9617
6.3102,17.9575
6.3116,17.9534
6.313,17.9492
6.3144,17.945
6.3158,17.9409
6.3172,17.9367
6.3186,17.9325
6.32,17.9284
6.3214,17.9242
6.3228,17.92
6.3242,17.9159
6.3256,17.9117
6.327,17.9075
6.3284,17.9034
6.3298,17.8992
6.3312,17.895
6.3326,17.8909
6.334,17.8867
6.3354,17.8825
6.3368,17.8784
6.3382,17.8742
6.3396,17.87
6.341,17.8658
6.3424,17.8617
6.3438,17.8575
6.3452,17.8533
6.3466,17.8492
6.348,17.845
6.3494,17.8408
6.3508,17.8367
6.3522,17.8325
6.3536,17.8283
6.355,17.8242
6.3564,17.82
6.3578,17.8158
6.3592,17.8117
6.3606,17.8075
6.362,17.8033
6.3634,17.7992
6.3648,17.795
6.3662,17.7908
6.3676,17.7867
6.369,17.7825
6.3704,17.7783
6.3718,17.7742
6.3732,17.77
6.3746,17.7658
6.376,17.7617
6.3774,17.7575
6.3788,17.7533
6.3802,17.7492
6.3816,17.745
6.383,17.7408
6.3844,17.7366
6.3858,17.7325
6.3872,17.7283
6.3886,17.7241
6.39,17.72
6.3914,17.7158
6.3928,17.7116
6.3942,17.7075
6.3956,17.7033
6.397,17.6991
6.3984,17.695
6.3998,17.6908
6.4012,17.6866
6.4026,17.6825
6.404,17.6783
6.4054,17.6741
6.4068,17.67
6.4082,17.6658
6.4096,17.6616
6.411,17.6575
6.4124,17.6533
6.4138,17.6491
6.4152,17.645
6.4166,17.6408
6.418,17.6366
6.4194,17.6325
6.4208,17.6283
6.4222,17.6241
6.4236,17.6199
6.425,17.6158
6.4264,17.6116
6.4278,17.6074
6.4292,17.6033
6.4306,17.5991
6.432,17.5949
6.4334,17.5908
6.4348,17.5866
6.4362,17.5824
6.4376,17.5783
6.439,17.5741
6.4404,17.5699
6.4418,17.5658
6.4432,17.5616
6.4446,17.5574
6.446,17.5533
6.4474,17.5491
6.4488,17.5449
6.4502,17.5408
6.4516,17.5366
6.453,17.5324
6.4544,17.5283
6.4558,17.5241
6.4572,17.5199
6.4586,17.5158
6.46,17.5116
6.4614,17.5074
6.4628,17.5033
6.4642,17.4991
6.4656,17.4949
6.467,17.4907
6.4684,17.4866
6.4698,17.4824
6.4712,17.4782
6.4726,17.4741
6.474,17.4699
6.4754,17.4657
6.4768,17.4616
6.4782,17.4574
6.4796,17.4532
6.481,17.4491
6.4824,17.4449
6.4838,17.4407
6.4852,17.4366
6.4866,17.4324
6.488,17.4282
6.4894,17.4241
6.4908,17.4199
6.4922,17.4157
6.4936,17.4116
6.495,17.4074
6.4964,17.4032
6.4978,17.3991
6.4992,17.3949
6.5006,17.3907
6.502,17.3866
6.5034,17.3824
6.5048,17.3782
6.5062,17.3741
6.5076,17.3699
6.509,17.3657
6.5104,17.3615
6.5118,17.3574
6.5132,17.3532
6.5146,17.349
6.516,17.3449
6.5174,17.3407
6.5188,17.3365
6.5202,17.3324
6.5216,17.3282
6.523,17.324
6.5244,17.3199
6.5258,17.3157
6.5272,17.3115
6.5286,17.3074
6.53,17.3032
6.5314,17.299
6.5328,17.2949
6.5342,17.2907
6.5356,17.2865
6.537,17.2824
6.5384,17.2782
6.5398,17.274
6.5412,17.2699
6.5426,17.2657
6.544,17.2615
6.5454,17.2574
6.5468,17.2532
6.5482,17.249
6.5496,17.2449
6.551,17.2407
6.5524,17.2365
6.5538,17.2323
6.5552,17.2282
6.5566,17.224
6.558,17.2198
6.5594,17.2157
6.5608,17.2115
6.5622,17.2073
6.5636,17.2032
6.565,17.199
6.5664,17.1948
6.5678,17.1907
6.5692,17.1865
6.5706,17.1823
6.572,17.1782
6.5734,17.174
6.5748,17.1698
6.5762,17.1657
6.5776,17.1615
6.579,17.1573
6.5804,17.1532
6.5818,17.149
6.5832,17.1448
6.5846,17.1407
6.586,17.1365
6.5874,17.1323
6.5888,17.1282
6.5902,17.124
6.5916,17.1198
6.593,17.1157
6.5944,17.1115
6.5958,17.1073
6.5972,17.1031
6.5986,17.099
6.6,17.0948
6.6014,17.0906
6.6028,17.0865
6.6042,17.0823
6.6056,17.0781
6.607,17.074
6.6084,17.0698
6.6098,17.0656
6.6112,17.0615
6.6126,17.0573
6.614,17.0531
6.6154,17.049
6.6168,17.0448
6.6182,17.0406
6.6196,17.0365
6.621,17.0323
6.6224,17.0281
6.6238,17.024
6.6252,17.0198
6.6266,17.0156
6.628,17.0115
6.6294,17.0073
6.6308,17.0031
6.6322,16.999
6.6336,16.9948
6.635,16.9906
6.6364,16.9865
6.6378,16.9823
6.6392,16.9781
6.6406,16.9739
6.642,16.9698
6.6434,16.9656
6.6448,16.9614
6.6462,16.9573
6.6476,16.9531
6.649,16.9489
6.6504,16.9448
6.6518,16.9406
6.6532,16.9364
6.6546,16.9323
6.656,16.9281
6.6574,16.9239
6.6588,16.9198
6.6602,16.9156
6.6616,16.9114
6.663,16.9073
6.6644,16.9031
6.6658,16.8989
6.6672,16.8948
6.6686,16.8906
6.67,16.8864
6.6714,16.8823
6.6728,16.8781
6.6742,16.8739
6.6756,16.8698
6.677,16.8656
6.6784,16.8614
6.6798,16.8573
6.6812,16.8531
6.6826,16.8489
6.684,16.8447
6.6854,16.8406
6.6868,16.8364
6.6882,16.8322
6.6896,16.8281
6.691,16.8239
6.6924,16.8197
6.6938,16.8156
6.6952,16.8114
6.6966,16.8072
6.698,16.8031
6.6994,16.7989
6.7008,16.7947
6.7022,16.7906
6.7036,16.7864
6.705,16.7822
6.7064,16.7781
6.7078,16.7739
6.7092,16.7697
6.7106,16.7656
6.712,16.7614
6.7134,16.7572
6.7148,16.7531
6.7162,16.7489
6.7176,16.7447
6.719,16.7406
6.7204,16.7364
6.7218,16.7322
6.7232,16.7281
6.7246,16.7239
6.726,16.7197
6.7274,16.7155
6.7288,16.7114
6.7302,16.7072
6.7316,16.703
6.733,16.6989
6.7344,16.6947
6.7358,16.6905
6.7372,16.6864
6.7386,16.6822
6.74,16.678
6.7414,16.6739
6.7428,16.6697
6.7442,16.6655
6.7456,16.6614
6.747,16.6572
6.7484,16.653
6.7498,16.6489
6.7512,16.6447
6.7526,16.6405
6.754,16.6364
6.7554,16.6322
6.7568,16.628
6.7582,16.6239
6.7596,16.6197
6.761,16.6155
6.7624,16.6114
6.7638,16.6072
6.7652,16.603
6.7666,16.5988
6.768,16.5947
6.7694,16.5905
6.7708,16.5863
6.7722,16.5822
6.7736,16.578
6.775,16.5738
6.7764,16.5697
6.7778,16.5655
6.7792,16.5613
6.7806,16.5572
6.782,16.553
6.7834,16.5488
6.7848,16.5447
6.7862,16.5405
6.7876,16.5363
6.789,16.5322
6.7904,16.528
6.7918,16.5238
6.7932,16.5197
6.7946,16.5155
6.796,16.5113
6.7974,16.5072
6.7988,16.503
6.8002,16.4988
6.8016,16.4947
6.803,16.4905
6.8044,16.4863
6.8058,16.4822
6.8072,16.478
6.8086,16.4738
6.81,16.4696
6.8114,16.4655
6.8128,16.4613
6.8142,16.4571
6.8156,16.453
6.817,16.4488
6.8184,16.4446
6.8198,16.4405
6.8212,16.4363
6.8226,16.4321
6.824,16.428
6.8254,16.4238
6.8268,16.4196
6.8282,16.4155
6.8296,16.4113
6.831,16.4071
6.8324,16.403
6.8338,16.3988
6.8352,16.3946
6.8366,16.3905
6.838,16.3863
6.8394,16.3821
6.8408,16.378
6.8422,16.3738
6.8436,16.3696
6.845,16.3655
6.8464,16.3613
6.8478,16.3571
6.8492,16.353
6.8506,16.3488
6.852,16.3446
6.8534,16.3404
6.8548,16.3363
6.8562,16.3321
6.8576,16.3279
6.859,16.3238
6.8604,16.3196
6.8618,16.3154
6.8632,16.3113
6.8646,16.3071
6.866,16.3029
6.8674,16.2988
6.8688,16.2946
6.8702,16.2904
6.8716,16.2863
6.873,16.2821
6.8744,16.2779
6.8758,16.2738
6.8772,16.2696
6.8786,16.2654
6.88,16.2613
6.8814,16.2571
6.8828,16.2529
6.8842,16.2488
6.8856,16.2446
6.887,16.2404
6.8884,16.2363
6.8898,16.2321
6.8912,16.2279
6.8926,16.2238
6.894,16.2196
6.8954,16.2154
6.8968,16.2112
6.8982,16.2071
6.8996,16.2029
6.901,16.1987
6.9024,16.1946
6.9038,16.1904
6.9052,16.1862
6.9066,16.1821
6.908,16.1779
6.9094,16.1737
6.9108,16.1696
6.9122,16.1654
6.9136,16.1612
6.915,16.1571
6.9164,16.1529
6.9178,16.1487
6.9192,16.1446
6.9206,16.1404
6.922,16.1362
6.9234,16.1321
6.9248,16.1279
6.9262,16.1237
6.9276,16.1196
6.929,16.1154
6.9304,16.1112
6.9318,16.1071
6.9332,16.1029
6.9346,16.0987
6.936,16.0946
6.9374,16.0904
6.9388,16.0862
6.9402,16.082
6.9416,16.0779
6.943,16.0737
6.9444,16.0695
6.9458,16.0654
6.9472,16.0612
6.9486,16.057
6.95,16.0529
6.9514,16.0487
6.9528,16.0445
6.9542,16.0404
6.9556,16.0362
6.957,16.032
6.9584,16.0279
6.9598,16.0237
6.9612,16.0195
6.9626,16.0154
6.964,16.0112
6.9654,16.007
6.9668,16.0029
6.9682,15.9987
6.9696,15.9945
6.971,15.9904
6.9724,15.9862
6.9738,15.982
6.9752,15.9779
6.9766,15.9737
6.978,15.9695
6.9794,15.9654
6.9808,15.9612
6.9822,15.957
6.9836,15.9528
6.985,15.9487
6.9864,15.9445
6.9878,15.9403
6.9892,15.9362
6.9906,15.932
6.992,15.9278
6.9934,15.9237
6.9948,15.9195
6.9962,15.9153
6.9976,15.9112
6.999,15.907
7.0004,15.9028
7.0018,15.8987
7.0032,15.8945
7.0046,15.8903
7.006,15.8862
7.0074,15.882
7.0088,15.8778
7.0102,15.8737
7.0116,15.8695
7.013,15.8653
7.0144,15.8612
7.0158,15.857
7.0172,15.8528
7.0186,15.8487
7.02,15.8445
7.0214,15.8403
7.0228,15.8362
7.0242,15.832
7.0256,15.8278
7.027,15.8236
7.0284,15.8195
7.0298,15.8153
7.0312,15.8111
7.0326,15.807
7.034,15.8028
7.0354,15.7986
7.0368,15.7945
7.0382,15.7903
7.0396,15.7861
7.041,15.782
7.0424,15.7778
